dBeaver,https://osx.telegram.org/updates/Telegram.dmg
Firefox,https://download.mozilla.org/?product=firefox-latest&os=osx&lang=en-US
Google_Chrome,https://dl.google.com/chrome/mac/universal/stable/CHFA/googlechrome.dmg
Telegram,https://osx.telegram.org/updates/Telegram.dmg
